From: ICD-10 4th Edition code	Code Description	To: ICD-10 Reprinted (with updates and corrections) 2000 code	Notes	Target Different to Source?	ICD 3char/4char/5char
X78.1	Intentional self-harm by sharp object; Residential institution	X78.1		N	4
X78.2	Intentional self-harm by sharp object; School, other institution and public administrative area	X78.2		N	4
X78.3	Intentional self-harm by sharp object; Sports and athletics area	X78.3		N	4
X78.4	Intentional self-harm by sharp object; Street and highway	X78.4		N	4
X78.5	Intentional self-harm by sharp object; Trade and service area	X78.5		N	4
X78.6	Intentional self-harm by sharp object; Industrial and construction area	X78.6		N	4
X78.7	Intentional self-harm by sharp object; Farm	X78.7		N	4
X78.8	Intentional self-harm by sharp object; Other specified places	X78.8		N	4
X78.9	Intentional self-harm by sharp object; Unspecified place	X78.9		N	4
X79	Intentional self-harm by blunt object	X79		N	3
X79.0	Intentional self-harm by blunt object; Home	X79.0		N	4
X79.1	Intentional self-harm by blunt object; Residential institution	X79.1		N	4
X79.2	Intentional self-harm by blunt object; School, other institution and public administrative area	X79.2		N	4
X79.3	Intentional self-harm by blunt object; Sports and athletics area	X79.3		N	4
X79.4	Intentional self-harm by blunt object; Street and highway	X79.4		N	4
X79.5	Intentional self-harm by blunt object; Trade and service area	X79.5		N	4
X79.6	Intentional self-harm by blunt object; Industrial and construction area	X79.6		N	4
X79.7	Intentional self-harm by blunt object; Farm	X79.7		N	4
X79.8	Intentional self-harm by blunt object; Other specified places	X79.8		N	4
X79.9	Intentional self-harm by blunt object; Unspecified place	X79.9		N	4
X80	Intentional self-harm by jumping from a high place	X80		N	3
X80.0	Intentional self-harm by jumping from a high place; Home	X80.0		N	4
X80.1	Intentional self-harm by jumping from a high place; Residential institution	X80.1		N	4
X80.2	Intentional self-harm by jumping from a high place; School, other institution and public administrative area	X80.2		N	4
X80.3	Intentional self-harm by jumping from a high place; Sports and athletics area	X80.3		N	4
X80.4	Intentional self-harm by jumping from a high place; Street and highway	X80.4		N	4
X80.5	Intentional self-harm by jumping from a high place; Trade and service area	X80.5		N	4
X80.6	Intentional self-harm by jumping from a high place; Industrial and construction area	X80.6		N	4
X80.7	Intentional self-harm by jumping from a high place; Farm	X80.7		N	4
X80.8	Intentional self-harm by jumping from a high place; Other specified places	X80.8		N	4
X80.9	Intentional self-harm by jumping from a high place; Unspecified place	X80.9		N	4
X81	Intentional self-harm by jumping or lying before moving object	X81		N	3
X81.0	Intentional self-harm by jumping or lying before moving object; Home	X81.0		N	4
X81.1	Intentional self-harm by jumping or lying before moving object; Residential institution	X81.1		N	4
X81.2	Intentional self-harm by jumping or lying before moving object; School, other institution and public administrative area	X81.2		N	4
X81.3	Intentional self-harm by jumping or lying before moving object; Sports and athletics area	X81.3		N	4
X81.4	Intentional self-harm by jumping or lying before moving object; Street and highway	X81.4		N	4
X81.5	Intentional self-harm by jumping or lying before moving object; Trade and service area	X81.5		N	4
X81.6	Intentional self-harm by jumping or lying before moving object; Industrial and construction area	X81.6		N	4
X81.7	Intentional self-harm by jumping or lying before moving object; Farm	X81.7		N	4
X81.8	Intentional self-harm by jumping or lying before moving object; Other specified places	X81.8		N	4
X81.9	Intentional self-harm by jumping or lying before moving object; Unspecified place	X81.9		N	4
X82	Intentional self-harm by crashing of motor vehicle	X82		N	3
X82.0	Intentional self-harm by crashing of motor vehicle; Home	X82.0		N	4
X82.1	Intentional self-harm by crashing of motor vehicle; Residential institution	X82.1		N	4
X82.2	Intentional self-harm by crashing of motor vehicle; School, other institution and public administrative area	X82.2		N	4
X82.3	Intentional self-harm by crashing of motor vehicle; Sports and athletics area	X82.3		N	4
X82.4	Intentional self-harm by crashing of motor vehicle; Street and highway	X82.4		N	4
X82.5	Intentional self-harm by crashing of motor vehicle; Trade and service area	X82.5		N	4
X82.6	Intentional self-harm by crashing of motor vehicle; Industrial and construction area	X82.6		N	4
X82.7	Intentional self-harm by crashing of motor vehicle; Farm	X82.7		N	4
X82.8	Intentional self-harm by crashing of motor vehicle; Other specified places	X82.8		N	4
X82.9	Intentional self-harm by crashing of motor vehicle; Unspecified place	X82.9		N	4
X83	Intentional self-harm by other specified means	X83		N	3
X83.0	Intentional self-harm by other specified means; Home	X83.0		N	4
X83.1	Intentional self-harm by other specified means; Residential institution	X83.1		N	4
X83.2	Intentional self-harm by other specified means; School, other institution and public administrative area	X83.2		N	4
X83.3	Intentional self-harm by other specified means; Sports and athletics area	X83.3		N	4
X83.4	Intentional self-harm by other specified means; Street and highway	X83.4		N	4
X83.5	Intentional self-harm by other specified means; Trade and service area	X83.5		N	4
X83.6	Intentional self-harm by other specified means; Industrial and construction area	X83.6		N	4
X83.7	Intentional self-harm by other specified means; Farm	X83.7		N	4
X83.8	Intentional self-harm by other specified means; Other specified places	X83.8		N	4
X83.9	Intentional self-harm by other specified means; Unspecified place	X83.9		N	4
X84	Intentional self-harm by unspecified means	X84		N	3
X84.0	Intentional self-harm by unspecified means; Home	X84.0		N	4
X84.1	Intentional self-harm by unspecified means; Residential institution	X84.1		N	4
X84.2	Intentional self-harm by unspecified means; School, other institution and public administrative area	X84.2		N	4
X84.3	Intentional self-harm by unspecified means; Sports and athletics area	X84.3		N	4
X84.4	Intentional self-harm by unspecified means; Street and highway	X84.4		N	4
X84.5	Intentional self-harm by unspecified means; Trade and service area	X84.5		N	4
X84.6	Intentional self-harm by unspecified means; Industrial and construction area	X84.6		N	4
X84.7	Intentional self-harm by unspecified means; Farm	X84.7		N	4
X84.8	Intentional self-harm by unspecified means; Other specified places	X84.8		N	4
X84.9	Intentional self-harm by unspecified means; Unspecified place	X84.9		N	4
X85	Assault by drugs, medicaments and biological substances	X85		N	3
X85.0	Assault by drugs, medicaments and biological substances; Home	X85.0		N	4
X85.1	Assault by drugs, medicaments and biological substances; Residential institution	X85.1		N	4
X85.2	Assault by drugs, medicaments and biological substances; School, other institution and public administrative area	X85.2		N	4
X85.3	Assault by drugs, medicaments and biological substances; Sports and athletics area	X85.3		N	4
X85.4	Assault by drugs, medicaments and biological substances; Street and highway	X85.4		N	4
X85.5	Assault by drugs, medicaments and biological substances; Trade and service area	X85.5		N	4
X85.6	Assault by drugs, medicaments and biological substances; Industrial and construction area	X85.6		N	4
X85.7	Assault by drugs, medicaments and biological substances; Farm	X85.7		N	4
X85.8	Assault by drugs, medicaments and biological substances; Other specified places	X85.8		N	4
X85.9	Assault by drugs, medicaments and biological substances; Unspecified place	X85.9		N	4
X86	Assault by corrosive substance	X86		N	3
X86.0	Assault by corrosive substance; Home	X86.0		N	4
X86.1	Assault by corrosive substance; Residential institution	X86.1		N	4
X86.2	Assault by corrosive substance; School, other institution and public administrative area	X86.2		N	4
X86.3	Assault by corrosive substance; Sports and athletics area	X86.3		N	4
X86.4	Assault by corrosive substance; Street and highway	X86.4		N	4
X86.5	Assault by corrosive substance; Trade and service area	X86.5		N	4
X86.6	Assault by corrosive substance; Industrial and construction area	X86.6		N	4
X86.7	Assault by corrosive substance; Farm	X86.7		N	4
X86.8	Assault by corrosive substance; Other specified places	X86.8		N	4
X86.9	Assault by corrosive substance; Unspecified place	X86.9		N	4
X87	Assault by pesticides	X87		N	3
X87.0	Assault by pesticides; Home	X87.0		N	4
X87.1	Assault by pesticides; Residential institution	X87.1		N	4
X87.2	Assault by pesticides; School, other institution and public administrative area	X87.2		N	4
X87.3	Assault by pesticides; Sports and athletics area	X87.3		N	4
X87.4	Assault by pesticides; Street and highway	X87.4		N	4
X87.5	Assault by pesticides; Trade and service area	X87.5		N	4
X87.6	Assault by pesticides; Industrial and construction area	X87.6		N	4
X87.7	Assault by pesticides; Farm	X87.7		N	4
X87.8	Assault by pesticides; Other specified places	X87.8		N	4
X87.9	Assault by pesticides; Unspecified place	X87.9		N	4
X88	Assault by gases and vapours	X88		N	3
X88.0	Assault by gases and vapours; Home	X88.0		N	4
X88.1	Assault by gases and vapours; Residential institution	X88.1		N	4
X88.2	Assault by gases and vapours; School, other institution and public administrative area	X88.2		N	4
X88.3	Assault by gases and vapours; Sports and athletics area	X88.3		N	4
X88.4	Assault by gases and vapours; Street and highway	X88.4		N	4
X88.5	Assault by gases and vapours; Trade and service area	X88.5		N	4
X88.6	Assault by gases and vapours; Industrial and construction area	X88.6		N	4
X88.7	Assault by gases and vapours; Farm	X88.7		N	4
X88.8	Assault by gases and vapours; Other specified places	X88.8		N	4
X88.9	Assault by gases and vapours; Unspecified place	X88.9		N	4
X89	Assault by other specified chemicals and noxious substances	X89		N	3
X89.0	Assault by other specified chemicals and noxious substances; Home	X89.0		N	4
X89.1	Assault by other specified chemicals and noxious substances; Residential institution	X89.1		N	4
X89.2	Assault by other specified chemicals and noxious substances; School, other institution and public administrative area	X89.2		N	4
X89.3	Assault by other specified chemicals and noxious substances; Sports and athletics area	X89.3		N	4
X89.4	Assault by other specified chemicals and noxious substances; Street and highway	X89.4		N	4
X89.5	Assault by other specified chemicals and noxious substances; Trade and service area	X89.5		N	4
X89.6	Assault by other specified chemicals and noxious substances; Industrial and construction area	X89.6		N	4
X89.7	Assault by other specified chemicals and noxious substances; Farm	X89.7		N	4
X89.8	Assault by other specified chemicals and noxious substances; Other specified places	X89.8		N	4
X89.9	Assault by other specified chemicals and noxious substances; Unspecified place	X89.9		N	4
X90	Assault by unspecified chemical or noxious substance	X90		N	3
X90.0	Assault by unspecified chemical or noxious substance; Home	X90.0		N	4
X90.1	Assault by unspecified chemical or noxious substance; Residential institution	X90.1		N	4
X90.2	Assault by unspecified chemical or noxious substance; School, other institution and public administrative area	X90.2		N	4
X90.3	Assault by unspecified chemical or noxious substance; Sports and athletics area	X90.3		N	4
X90.4	Assault by unspecified chemical or noxious substance; Street and highway	X90.4		N	4
X90.5	Assault by unspecified chemical or noxious substance; Trade and service area	X90.5		N	4
X90.6	Assault by unspecified chemical or noxious substance; Industrial and construction area	X90.6		N	4
X90.7	Assault by unspecified chemical or noxious substance; Farm	X90.7		N	4
X90.8	Assault by unspecified chemical or noxious substance; Other specified places	X90.8		N	4
X90.9	Assault by unspecified chemical or noxious substance; Unspecified place	X90.9		N	4
