Concept	Code	Source	Description
Congenital heart disease	448968005	SNOMED	Persisting fifth aortic arch with atresia of fourth arch (disorder)
Congenital heart disease	204417007	SNOMED	Postductal aortic coarctation (disorder)
Congenital heart disease	698766008	SNOMED	Posterior fossa brain malformation, haemaniogma, arterial anomaly, cardiac defect and aortic coarctation, eye abnormality synodrome and sternal anomaly syndrome (disorder)
Congenital heart disease	698765007	SNOMED	Posterior fossa brain malformation, hemangioma, arterial anomaly, cardiac defect and aortic coarctation, and eye abnormality syndrome (disorder)
Congenital heart disease	204416003	SNOMED	Preductal aortic coarctation (disorder)
Congenital heart disease	5187006	SNOMED	Prune belly syndrome (disorder)
Congenital heart disease	236796004	SNOMED	Hypogonadism with prune belly syndrome (disorder)
Congenital heart disease	697906004	SNOMED	Pulmonary arterial hypertension associated with congenital systemic-to-pulmonary shunt (disorder)
Congenital heart disease	204446000	SNOMED	Pulmonary arteriovenous disorder (& [congenital] or [aneurysm] or [fistula]) (disorder)
Congenital heart disease	204445001	SNOMED	Pulmonary artery: [stenosis] or [congenital stricture] (disorder)
Congenital heart disease	448564004	SNOMED	Pulmonary atresia (disorder)
Congenital heart disease	204574007	SNOMED	Pulmonary hypoplasia (disorder)
Congenital heart disease	722132007	SNOMED	Pulmonary hypoplasia, agonadism, dextrocardia, diaphragmatic hernia syndrome (disorder)
Congenital heart disease	253626003	SNOMED	Pulmonary trunk absent (finding)
Congenital heart disease	253589000	SNOMED	Pulmonary valve atresia (disorder)
Congenital heart disease	697928004	SNOMED	Pulmonary venous hypertension due to congenital stenosis of pulmonary vein (disorder)
Congenital heart disease	727591000000107	SNOMED	Pulmonary venous hypoplasia (disorder)
Congenital heart disease	448067003	SNOMED	Recoarctation of aorta (disorder)
Congenital heart disease	1003848008	SNOMED	Recoarctation of aorta following procedure (disorder)
Congenital heart disease	449271003	SNOMED	Residual coarctation of aorta (disorder)
Congenital heart disease	253517006	SNOMED	Right ventricular hypoplasia (disorder)
Congenital heart disease	727611000000104	SNOMED	Scimitar syndrome with additional anomalous pulmonary venous connection (disorder)
Congenital heart disease	763631006	SNOMED	Short stature, wormian bones, dextrocardia syndrome (disorder)
Congenital heart disease	204375007	SNOMED	Single coronary artery (disorder)
Congenital heart disease	472756005	SNOMED	Stenosis of anastomosis between pulmonary venous confluence and left atrium after prior repair of anomalous pulmonary venous connection (disorder)
Congenital heart disease	250915007	SNOMED	Subaortic stenosis (disorder)
Congenital heart disease	22755006	SNOMED	Subdiaphragmatic total anomalous pulmonary venous return (disorder)
Congenital heart disease	21776004	SNOMED	Supernumerary cusps of mitral valve (disorder)
Congenital heart disease	204400000	SNOMED	Supernumerary heart valve cusps NEC (disorder)
Congenital heart disease	625751000000109	SNOMED	Supernumerary heart valve cusps NEC (disorder)
Congenital heart disease	727841000000104	SNOMED	Supracardiac location of anomalous pulmonary venous connection (disorder)
Congenital heart disease	727891000000109	SNOMED	Supracardiac location of anomalous pulmonary venous connection to azygos vein (disorder)
Congenital heart disease	727901000000105	SNOMED	Supracardiac location of anomalous pulmonary venous connection to hemiazygos vein (disorder)
Congenital heart disease	727851000000101	SNOMED	Supracardiac location of anomalous pulmonary venous connection to left sided vertical vein (disorder)
Congenital heart disease	727881000000107	SNOMED	Supracardiac location of anomalous pulmonary venous connection to left superior vena cava (disorder)
Congenital heart disease	727861000000103	SNOMED	Supracardiac location of anomalous pulmonary venous connection to right sided vertical vein (disorder)
Congenital heart disease	727871000000105	SNOMED	Supracardiac location of anomalous pulmonary venous connection to right superior vena cava (disorder)
Congenital heart disease	57895007	SNOMED	Supradiaphragmatic total anomalous pulmonary venous return (disorder)
Congenital heart disease	453051000000109	SNOMED	Syndrome of agenesis of abdominal muscles (Prune belly syndrome) associated with renal failure - European Dialysis and Transplant Association (disorder)
Congenital heart disease	727551000000104	SNOMED	Total anomalous pulmonary venous connection of infracardiac type (disorder)
Congenital heart disease	727541000000102	SNOMED	Total anomalous pulmonary venous connection of intracardiac type (disorder)
Congenital heart disease	727561000000101	SNOMED	Total anomalous pulmonary venous connection of mixed type (disorder)
Congenital heart disease	727531000000106	SNOMED	Total anomalous pulmonary venous connection of supracardiac type (disorder)
Congenital heart disease	204458000	SNOMED	Total anomalous pulmonary venous return NOS (disorder)
Congenital heart disease	614141000000100	SNOMED	Total anomalous pulmonary venous return NOS (disorder)
Congenital heart disease	204466009	SNOMED	Transposition of pulmonary veins (disorder)
Congenital heart disease	156921003	SNOMED	Tricuspid atresia (disorder)
Congenital heart disease	204355003	SNOMED	Tricuspid atresia (disorder)
Congenital heart disease	449116007	SNOMED	Tricuspid but functionally bicuspid aortic valve (disorder)
Congenital heart disease	727021000000102	SNOMED	Tricuspid valve atresia (disorder)
Congenital heart disease	447261009	SNOMED	Tricuspid valve primary chords absent (disorder)
Congenital heart disease	726991000000100	SNOMED	Tricuspid valve primary chords absent (disorder)
Congenital heart disease	726591000000109	SNOMED	Two atrioventricular valves in double inlet ventricle (disorder)
Congenital heart disease	448611005	SNOMED	Vascular ring with left aortic arch and retrotracheal right patent arterial duct (disorder)
Congenital heart disease	448627003	SNOMED	Vascular ring with left aortic arch and right arterial duct arising from aberrant retroesophageal brachiocephalic artery (disorder)
Congenital heart disease	448153005	SNOMED	Vascular ring with left aortic arch and right arterial duct arising from aberrant retroesophageal right subclavian artery (disorder)
Congenital heart disease	448154004	SNOMED	Vascular ring with left aortic arch and right arterial duct arising from retroesophageal aortic diverticulum (disorder)
Congenital heart disease	448628008	SNOMED	Vascular ring with left aortic arch and right arterial duct arising from retroesophageal aortic diverticulum and aberrant right subclavian artery (disorder)
Congenital heart disease	448629000	SNOMED	Vascular ring with left aortic arch and right arterial ligament (disorder)
Congenital heart disease	448630005	SNOMED	Vascular ring with left aortic arch and right patent arterial duct (disorder)
Congenital heart disease	460592003	SNOMED	Vascular ring with right aortic arch and left ductus arteriosus from retroesophageal diverticulum of aorta and anomalous left subclavian artery (disorder)
Congenital heart disease	460906001	SNOMED	Vascular ring with mirror image branching of right aortic arch and left ligamentum arteriosum (disorder)
Congenital heart disease	460589002	SNOMED	Vascular ring with right aortic arch and left ligamentum arteriosum between left subclavian artery and left common carotid artery (disorder)
Congenital heart disease	460590006	SNOMED	Vascular ring with right aortic arch and left ligamentum arteriosum with anomalous retroesophageal left subclavian artery (disorder)
Congenital heart disease	460593008	SNOMED	Vascular ring with right aortic arch and left ductus arteriosus from anomalous retroesophageal brachiocephalic artery (disorder)
Congenital heart disease	460591005	SNOMED	Vascular ring with right aortic arch and left ductus arteriosus from anomalous retroesophageal left subclavian artery (disorder)
Congenital heart disease	460594002	SNOMED	Vascular ring with right aortic arch and left ductus arteriosus from retroesophageal diverticulum of aorta (disorder)
Congenital heart disease	450315001	SNOMED	Vascular ring with right aortic arch and left ligamentum arteriosum (disorder)
Congenital heart disease	450314002	SNOMED	Vascular ring with right aortic arch and left patent ductus arteriosus (disorder)
Congenital heart disease	6839008	SNOMED	Vertebral abnormalities, anal atresia, cardiac abnormalities, tracheo-esophageal fistula, limb defects syndrome (disorder)
Congenital heart disease	431395004	SNOMED	Vertebral abnormalities, anal atresia, cardiac abnormalities, tracheo-esophageal fistula, renal anomalies, limb defects syndrome (disorder)
Congenital heart disease	274569007	SNOMED	[EDTA] Syndrome of agenesis of abdominal muscles (Prune belly syndrome) associated with renal failure (disorder)
Congenital heart disease	205879003	SNOMED	[X]Other congenital malformations of aorta (disorder)
Congenital heart disease	451021000000103	SNOMED	[X]Other congenital malformations of aorta (disorder)
Congenital heart disease	205880000	SNOMED	[X]Other congenital malformations of pulmonary artery (disorder)
Congenital heart disease	425961000000106	SNOMED	[X]Other congenital malformations of pulmonary artery (disorder)
Congenital heart disease procedure	1006227	CPT4	Repair Procedures for Single Ventricle and Other Complex Cardiac Anomalies | [Therapeutic or Preventive Procedure]
Congenital heart disease procedure	1006274	CPT4	Repair of transposition of the great arteries with ventricular septal defect and subpulmonary stenosis | [Therapeutic or Preventive Procedure]
Congenital heart disease procedure	1006292	CPT4	Obliteration of aortopulmonary septal defect | [Therapeutic or Preventive Procedure]
Congenital heart disease procedure	1006285	CPT4	Repair Procedures for Truncus Arteriosus | [Therapeutic or Preventive Procedure]
Congenital heart disease procedure	1014132	CPT4	Repair of double outlet right ventricle with intraventricular tunnel repair | [Therapeutic or Preventive Procedure]
Congenital heart disease procedure	1014133	CPT4	Closure of single ventricular septal defect, with or without patch | [Therapeutic or Preventive Procedure]
Congenital heart disease procedure	1014135	CPT4	Complete repair tetralogy of Fallot without pulmonary atresia | [Therapeutic or Preventive Procedure]
Congenital heart disease procedure	1014614	CPT4	Repair of transposition of the great arteries, atrial baffle procedure (eg, Mustard or Senning type) with cardiopulmonary bypass | [Therapeutic or Preventive Procedure]
Congenital heart disease procedure	1014617	CPT4	Repair of transposition of the great arteries, aortic pulmonary artery reconstruction (eg, Jatene type) | [Therapeutic or Preventive Procedure]
Congenital heart disease procedure	1014755	CPT4	Closure of multiple ventricular septal defects | [Therapeutic or Preventive Procedure]
Congenital heart disease procedure	1020205	CPT4	Aortic root translocation with ventricular septal defect and pulmonary stenosis repair (ie, Nikaidoh procedure) | [Therapeutic or Preventive Procedure]
Congenital heart disease procedure	1036220	CPT4	Transcatheter intracardiac shunt (TIS) creation by stent placement for congenital cardiac anomalies to establish effective intracardiac flow, including all imaging guidance by the proceduralist, when performed, left and right heart diagnostic cardiac catheterization for congenital cardiac anomalies, and target zone angioplasty, when performed (eg, atrial septum, Fontan fenestration, right ventricular outflow tract, Mustard/Senning/Warden baffles)
